PRISM Time Series Data
Location:  Lat: 32.9719   Lon: -117.2497   Elev: 54m
"Climate variables: ppt,tmin,tmean,tmax,tdmean,vpdmin,vpdmax"
Spatial resolution: 4km
Period: 1984-01 - 2019-12
Dataset: AN81m
PRISM day definition: 24 hours ending at 1200 UTC on the day shown
Grid Cell Interpolation: On
Time series generated: 2020-Jun-30
Details: http://www.prism.oregonstate.edu/documents/PRISM_datasets.pdf
Date,ppt (mm),tmin (degrees C),tmean (degrees C),tmax (degrees C),tdmean (degrees C),vpdmin (hPa),vpdmax (hPa)
1987-04,8.48,11.5,16.3,21.0,7.5,2.65,14.19
1987-05,0.45,14.4,17.3,20.2,10.7,2.57,8.72
1987-06,0.01,15.4,18.1,20.9,11.7,3.08,8.61
1987-07,2.96,16.1,18.9,21.7,12.1,3.82,9.84
1987-08,3.04,17.1,20.2,23.3,14.1,3.20,10.90
1987-09,6.39,16.7,20.3,23.8,14.4,2.60,11.81
1987-10,45.34,16.3,20.2,24.1,13.8,2.20,13.33
1987-11,36.87,10.3,15.8,21.3,9.0,1.84,13.40
1987-12,77.10,5.7,11.1,16.5,4.4,1.40,9.47
1988-01,24.32,6.5,12.5,18.5,3.7,1.95,13.60
1988-02,31.66,8.1,14.4,20.8,4.7,2.28,16.19
1988-03,13.87,9.8,15.5,21.1,6.5,2.46,16.05
1988-04,79.80,11.2,15.7,20.2,9.5,1.66,11.86
1988-05,1.30,13.0,16.6,20.2,10.8,2.09,9.75
1988-06,0.00,13.8,17.2,20.6,12.0,2.31,9.06
1988-07,0.00,18.0,20.8,23.6,16.1,2.67,8.37
1988-08,0.00,18.0,21.1,24.2,15.6,3.12,10.65
1988-09,0.00,16.3,20.2,24.1,14.8,2.33,12.83
1988-10,0.00,15.5,18.4,21.4,13.5,2.26,9.66
1988-11,32.19,10.2,14.9,19.5,9.0,1.58,10.44
1988-12,45.41,7.8,13.1,18.4,3.2,2.64,14.20
1989-01,7.22,5.6,11.6,17.6,1.5,2.15,13.62
1989-02,14.22,8.1,12.8,17.5,5.3,1.91,11.29
1989-03,22.10,9.5,13.9,18.2,8.8,0.99,8.64
1989-04,0.53,13.2,17.4,21.5,9.9,2.88,14.31
1989-05,2.65,13.4,16.5,19.6,11.5,1.68,7.88
1989-06,1.30,15.3,18.1,21.0,12.9,2.47,8.53
1989-07,0.00,17.2,20.5,23.8,15.3,2.23,9.42
1989-08,0.00,18.3,21.0,23.7,16.3,2.94,9.93
1989-09,7.33,15.6,20.0,24.3,14.7,1.71,13.67
1989-10,9.35,13.9,17.6,21.3,12.0,2.22,10.91
1989-11,3.91,10.6,16.8,23.0,5.1,3.07,19.04
1989-12,0.47,7.7,14.2,20.7,2.4,3.07,17.51
1990-01,70.12,6.9,12.9,18.8,3.7,2.01,13.34
1990-02,37.33,6.8,11.8,16.9,3.8,1.91,11.10
1990-03,12.86,10.0,14.1,18.2,7.9,1.78,9.94
1990-04,27.50,13.1,16.4,19.8,10.9,2.13,9.22
1990-05,11.41,13.4,16.9,20.3,10.9,2.79,10.65
1990-06,16.36,16.3,19.9,23.4,13.5,2.65,12.52
1990-07,0.00,18.6,21.8,24.9,16.1,3.18,12.51
1990-08,2.11,18.5,21.1,23.8,15.9,3.45,10.03
1990-09,0.00,17.8,21.4,25.1,15.2,3.38,13.48
1990-10,0.19,14.6,19.6,24.5,10.6,3.91,17.56
1990-11,16.04,10.5,16.5,22.6,5.5,3.79,18.39
1990-12,8.58,6.8,12.9,18.9,0.7,3.43,15.04
1991-01,23.18,8.0,13.1,18.2,4.6,2.26,11.67
1991-02,28.87,9.6,14.6,19.7,6.8,2.16,12.95
1991-03,183.55,8.6,12.6,16.5,5.7,1.92,9.13
1991-04,2.72,11.2,15.2,19.1,7.6,2.42,10.91
1991-05,0.00,12.5,15.6,18.8,8.5,3.07,9.32
1991-06,0.00,14.7,17.3,19.9,10.8,3.45,8.70
1991-07,0.00,17.0,19.2,21.5,13.5,3.53,8.55
1991-08,8.71,17.6,20.1,22.6,14.8,2.84,9.13
1991-09,8.01,16.9,19.7,22.5,14.9,2.24,8.84
1991-10,10.41,15.1,19.4,23.6,12.7,2.10,13.55
1991-11,1.31,10.5,16.9,23.3,5.2,3.08,19.61
1991-12,45.83,8.7,13.8,18.9,4.9,2.50,12.95
1992-01,61.04,7.6,13.7,19.8,3.3,2.73,14.97
1992-02,105.25,11.1,16.2,21.2,7.0,3.10,15.08
1992-03,91.36,11.8,15.4,19.0,9.5,2.18,9.20
1992-04,7.57,14.3,18.4,22.5,12.1,2.79,12.32
1992-05,2.58,17.1,19.5,21.9,13.4,3.76,8.87
1992-06,0.00,16.4,19.2,21.9,12.3,4.28,10.24
1992-07,2.72,18.9,21.8,24.6,15.4,4.41,12.33
1992-08,1.90,19.9,23.0,26.1,17.3,3.47,12.30
1992-09,0.00,17.0,21.0,25.1,15.4,2.74,13.22
1992-10,9.89,15.3,19.1,22.8,13.7,2.79,10.23
1992-11,2.55,10.2,16.4,22.7,4.2,3.57,17.97
1992-12,70.18,7.1,12.2,17.4,3.5,2.22,11.21
1993-01,220.04,9.0,13.0,17.0,7.7,1.34,8.90
1993-02,107.86,9.1,13.3,17.6,7.4,1.88,9.84
1993-03,33.88,11.2,15.5,19.9,9.2,1.82,10.55
1993-04,0.00,12.1,16.2,20.3,9.9,2.18,10.88
1993-05,0.45,14.7,17.8,20.9,12.1,2.69,9.18
1993-06,13.05,16.5,19.5,22.6,13.9,2.70,9.75
1993-07,0.60,17.9,20.2,22.5,14.6,3.33,8.85
1993-08,0.00,17.9,20.5,23.0,15.3,2.76,8.72
1993-09,0.00,16.5,19.7,22.9,14.1,2.32,10.64
1993-10,2.71,14.7,18.9,23.1,11.8,2.54,13.92
1993-11,21.75,10.2,15.9,21.7,5.8,2.40,16.91
1993-12,15.76,7.7,13.6,19.6,3.7,2.17,14.68
1994-01,21.79,7.4,13.8,20.2,3.8,1.89,15.67
1994-02,86.40,8.5,13.3,18.1,4.5,2.07,11.57
1994-03,80.51,10.7,15.1,19.4,8.2,1.72,11.01
1994-04,30.76,11.9,15.0,18.2,9.1,2.14,8.10
1994-05,4.02,13.1,15.6,18.2,10.2,2.34,7.03
1994-06,0.00,15.8,19.0,22.3,13.6,2.14,10.51
1994-07,1.58,17.8,20.1,22.4,15.1,2.90,8.49
1994-08,0.00,19.1,22.2,25.4,16.7,2.66,13.01
1994-09,0.00,17.4,21.0,24.7,15.1,2.46,13.23
1994-10,1.40,14.0,18.2,22.5,10.3,2.91,15.31
1994-11,15.98,7.0,12.7,18.4,3.4,2.04,13.52
1994-12,28.99,7.5,12.5,17.5,4.7,1.64,11.16
1995-01,211.06,9.4,12.9,16.4,8.1,1.42,7.06
1995-02,36.82,11.6,16.2,20.8,9.1,2.24,12.43
1995-03,133.85,11.1,15.1,19.0,8.8,1.82,9.42
1995-04,43.38,10.8,15.1,19.3,7.1,2.61,11.98
1995-05,11.16,13.3,15.9,18.5,10.0,2.85,8.12
1995-06,7.47,14.6,17.5,20.3,12.2,2.46,7.91
1995-07,1.44,16.7,19.9,23.1,14.8,2.72,10.33
1995-08,0.00,17.8,21.2,24.5,15.3,3.09,12.96
1995-09,0.00,18.0,21.1,24.3,15.1,3.51,12.56
1995-10,0.00,14.6,18.4,22.2,12.4,2.49,11.53
1995-11,6.13,11.8,16.6,21.3,10.6,1.56,11.00
1995-12,12.26,9.0,13.9,18.9,7.2,1.60,10.75
1996-01,16.51,8.2,13.5,18.7,5.5,2.21,12.55
1996-02,68.18,10.5,14.3,18.1,9.0,1.52,8.22
1996-03,42.49,10.1,14.4,18.7,8.0,1.68,9.91
1996-04,14.02,11.8,16.3,20.8,9.3,2.10,12.89
1996-05,0.05,14.9,18.3,21.6,12.6,2.36,10.45
1996-06,0.00,15.9,18.9,21.9,13.2,2.68,9.85
1996-07,0.98,17.6,20.5,23.4,15.6,2.66,10.49
1996-08,0.00,18.4,21.4,24.4,16.4,2.56,10.84
1996-09,1.23,17.5,20.3,23.1,15.2,2.96,10.16
1996-10,22.56,13.0,16.8,20.6,10.7,1.86,10.13
1996-11,63.73,10.6,15.9,21.2,7.5,2.34,14.79
1996-12,47.86,8.3,13.4,18.5,6.2,1.41,9.98
1997-01,114.92,9.2,13.5,17.7,7.1,1.68,8.85
1997-02,6.01,8.0,13.6,19.3,5.6,1.80,12.82
1997-03,1.24,9.8,15.0,20.3,7.8,1.84,13.31
1997-04,3.07,11.6,15.5,19.5,9.2,1.90,11.01
1997-05,0.08,15.9,19.1,22.4,13.8,2.08,11.23
1997-06,0.48,17.0,19.4,21.7,13.7,3.12,9.77
1997-07,0.04,17.0,19.9,22.9,14.4,3.04,11.02
1997-08,0.00,18.7,21.9,25.0,16.1,2.60,12.73
1997-09,34.81,19.0,23.0,27.0,16.7,2.42,16.29
1997-10,0.98,14.4,19.3,24.2,9.9,3.72,17.71
1997-11,29.44,11.4,16.6,21.9,10.4,1.38,13.69
1997-12,42.02,7.5,13.1,18.8,2.8,2.28,13.39
1998-01,81.38,9.1,13.5,18.0,8.6,0.96,8.44
1998-02,253.20,9.5,12.9,16.4,8.8,1.12,7.99
1998-03,61.59,10.2,14.0,17.8,8.7,1.31,8.52
1998-04,46.60,10.0,13.7,17.5,8.6,1.18,8.05
1998-05,32.41,13.1,16.0,18.9,10.8,1.78,7.88
1998-06,3.94,15.0,17.7,20.4,12.7,1.90,8.07
1998-07,0.00,17.3,20.0,22.8,15.7,1.55,8.48
1998-08,0.00,18.5,21.6,24.7,16.6,1.81,11.91
1998-09,5.03,17.8,20.7,23.6,15.4,2.03,10.75
1998-10,2.70,13.3,17.6,21.8,10.8,1.93,12.68
1998-11,28.71,9.6,14.5,19.5,8.6,1.05,10.34
1998-12,19.10,6.4,11.8,17.1,3.2,1.40,12.08
1999-01,47.63,7.8,12.9,17.9,5.1,1.39,11.52
1999-02,26.57,7.9,12.5,17.1,6.2,1.11,9.46
1999-03,27.89,9.0,12.5,15.9,7.6,1.07,7.27
1999-04,41.62,9.6,13.3,17.0,7.0,1.52,9.02
1999-05,0.72,12.6,15.2,17.8,10.3,1.55,6.70
1999-06,5.82,14.0,16.6,19.2,11.9,1.47,6.95
1999-07,1.40,17.3,19.9,22.5,15.0,1.88,8.89
1999-08,0.00,16.4,19.3,22.3,15.0,1.28,8.73
1999-09,0.93,15.7,18.3,20.9,14.1,1.55,8.32
1999-10,0.00,13.7,18.9,24.1,9.9,2.34,18.58
1999-11,0.05,10.1,14.8,19.5,8.2,1.25,10.44
1999-12,3.04,7.3,13.5,19.7,0.8,3.08,16.37
2000-01,10.11,8.4,13.0,17.6,6.6,1.20,10.15
2000-02,87.89,10.0,13.9,17.7,8.0,1.03,9.60
2000-03,33.28,9.5,13.0,16.4,8.0,0.90,7.35
2000-04,21.26,11.9,15.4,19.0,10.3,0.92,8.86
2000-05,0.61,14.4,17.2,20.1,12.5,1.30,8.11
2000-06,0.00,16.2,19.0,21.8,14.4,1.58,8.15
2000-07,0.00,17.1,19.7,22.3,15.1,1.78,7.96
2000-08,0.73,18.5,21.2,23.9,16.9,1.46,9.65
2000-09,0.14,16.9,20.1,23.3,15.0,1.67,11.33
2000-10,27.67,14.3,17.2,20.2,13.0,0.98,7.33
2000-11,3.93,8.4,13.3,18.2,5.8,1.43,11.39
2000-12,1.32,9.2,13.3,17.3,5.9,1.87,9.60
2001-01,87.13,6.9,11.4,16.0,4.8,1.35,9.35
2001-02,78.68,7.7,11.6,15.4,6.2,1.39,7.76
2001-03,28.89,10.8,13.4,16.1,10.4,0.67,4.46
2001-04,22.60,10.3,13.1,16.0,9.2,0.95,5.58
2001-05,1.05,14.4,16.3,18.1,13.3,0.74,3.85
2001-06,0.00,16.0,18.1,20.3,14.6,0.95,5.72
2001-07,0.00,17.1,19.2,21.3,15.2,1.55,6.11
2001-08,0.00,17.6,19.4,21.2,16.5,1.36,5.18
2001-09,0.00,16.2,18.4,20.6,15.5,1.11,5.09
2001-10,0.00,14.7,17.2,19.8,14.2,0.96,5.70
2001-11,28.24,11.3,15.1,18.8,10.9,0.89,8.28
2001-12,22.72,7.5,11.8,16.1,5.8,1.31,8.96
2002-01,13.63,7.7,11.7,15.7,5.5,1.17,8.41
2002-02,3.52,7.9,13.5,19.1,4.5,1.74,10.34
2002-03,16.33,9.2,12.6,16.0,6.7,1.44,7.37
2002-04,15.03,11.4,13.7,16.0,9.9,1.16,4.80
2002-05,0.06,12.8,15.0,17.1,10.8,1.71,5.76
2002-06,0.00,15.0,16.8,18.6,13.3,1.72,4.94
2002-07,0.00,16.7,19.1,21.6,14.5,1.99,5.77
2002-08,0.01,16.7,18.7,20.7,15.0,1.42,5.37
2002-09,4.34,16.4,19.7,23.1,15.4,1.39,7.31
2002-10,1.69,13.6,16.0,18.4,11.8,1.81,6.83
2002-11,21.17,11.8,16.7,21.6,7.8,2.59,13.11
2002-12,49.61,8.6,12.4,16.1,7.8,1.06,7.59
2003-01,1.08,9.8,15.0,20.2,7.0,2.19,11.66
2003-02,101.85,10.5,13.9,17.3,7.6,1.65,9.48
2003-03,39.97,10.6,13.8,17.1,8.6,1.63,7.71
2003-04,45.23,10.5,13.5,16.6,8.2,1.48,7.15
2003-05,7.35,12.6,14.7,16.9,11.1,1.03,4.56
2003-06,1.83,15.2,16.7,18.2,13.1,1.26,4.59
2003-07,2.39,17.5,20.3,23.1,16.6,1.09,5.68
2003-08,1.20,18.3,21.3,24.4,16.6,1.47,7.10
2003-09,0.64,17.1,19.0,20.9,16.1,1.36,5.02
2003-10,0.10,15.3,18.7,22.1,13.4,1.89,9.21
2003-11,9.99,10.5,14.5,18.4,7.6,1.76,10.28
2003-12,14.82,8.1,12.1,16.2,5.0,1.64,9.59
2004-01,6.00,8.1,12.2,16.3,5.9,1.48,8.86
2004-02,91.60,8.3,12.1,15.8,5.5,1.62,8.81
2004-03,10.18,11.5,15.2,18.8,10.6,0.84,8.50
2004-04,14.99,12.7,15.9,19.2,10.7,1.48,7.34
2004-05,0.00,14.7,18.2,21.7,11.7,2.72,12.52
2004-06,0.01,16.3,18.4,20.4,13.6,2.68,7.64
2004-07,0.00,17.7,20.4,23.0,15.7,1.94,7.87
2004-08,0.00,17.7,19.6,21.6,15.9,2.12,6.49
2004-09,0.00,17.6,20.6,23.6,14.6,2.46,11.86
2004-10,124.49,14.4,16.7,19.0,13.5,1.16,5.48
2004-11,12.57,10.1,14.0,18.0,7.9,1.73,9.56
2004-12,70.45,8.7,12.7,16.6,5.2,2.23,10.19
2005-01,154.13,9.5,13.1,16.6,7.8,1.45,7.56
2005-02,156.70,10.8,14.1,17.4,8.0,1.61,8.18
2005-03,39.10,11.5,14.2,16.9,9.4,1.30,6.52
2005-04,19.34,10.9,14.4,17.8,8.1,1.71,8.97
2005-05,1.31,14.4,16.7,19.1,12.1,1.96,6.22
2005-06,0.00,15.6,17.6,19.5,13.0,1.97,6.24
2005-07,0.14,17.6,20.0,22.4,15.5,1.81,6.10
2005-08,0.00,18.2,20.2,22.2,15.9,1.99,6.79
2005-09,3.66,15.7,18.5,21.3,13.4,2.25,8.18
2005-10,18.76,14.5,17.4,20.2,11.8,2.17,9.42
2005-11,1.79,12.0,16.8,21.6,6.3,3.36,13.54
2005-12,2.78,10.1,14.3,18.5,6.0,2.34,9.36
2006-01,24.19,8.9,13.4,17.9,3.9,2.69,11.69
2006-02,15.29,9.3,13.8,18.3,4.6,2.18,9.90
2006-03,66.75,9.0,12.2,15.4,6.4,1.48,6.94
2006-04,41.54,11.5,14.3,17.1,8.9,1.85,7.05
2006-05,15.82,14.6,16.5,18.4,12.2,1.90,5.27
2006-06,0.00,17.3,19.6,21.9,14.6,2.36,7.93
2006-07,1.66,20.2,23.3,26.4,17.9,2.34,9.64
2006-08,3.84,18.6,20.7,22.8,15.7,2.68,8.18
2006-09,0.00,16.7,19.9,23.2,14.3,2.05,8.54
2006-10,6.40,14.5,17.8,21.1,9.9,2.58,11.67
2006-11,7.12,13.1,17.4,21.8,8.7,2.34,12.84
2006-12,25.96,9.0,14.4,19.7,2.2,3.11,15.48
2007-01,8.12,7.4,12.5,17.7,0.2,3.31,14.28
2007-02,45.28,10.0,13.9,17.9,6.3,1.78,9.96
2007-03,7.54,11.2,15.0,18.9,5.9,2.78,10.69
2007-04,16.56,11.6,14.4,17.2,9.2,1.80,6.76
2007-05,0.00,14.0,16.8,19.6,9.6,3.11,10.16
2007-06,0.00,15.2,17.7,20.2,12.2,2.43,7.99
2007-07,0.00,17.7,20.2,22.7,15.0,2.55,7.56
2007-08,1.63,19.0,21.7,24.5,16.1,2.81,9.10
2007-09,3.85,16.4,19.4,22.4,13.8,2.45,9.92
2007-10,7.64,13.9,18.6,23.3,9.0,2.85,13.34
2007-11,0.38,12.4,15.6,18.8,8.2,2.36,9.97
2007-12,76.28,7.8,11.8,15.9,3.9,1.86,9.44
2008-01,92.00,8.2,12.1,15.9,4.3,1.70,9.39
2008-02,57.45,7.7,12.4,17.1,5.5,1.43,10.40
2008-03,2.65,9.7,14.1,18.6,6.0,1.94,12.38
2008-04,0.00,11.4,15.9,20.4,6.0,3.13,15.43
2008-05,9.06,13.3,16.1,18.8,10.2,2.28,8.17
2008-06,2.00,15.8,18.9,22.1,12.9,2.23,9.40
2008-07,1.63,17.9,20.3,22.7,15.4,2.29,6.69
2008-08,0.97,18.9,21.5,24.1,16.4,2.63,8.48
2008-09,0.24,17.8,20.6,23.4,15.6,1.95,7.23
2008-10,0.81,14.5,20.1,25.6,8.1,3.41,19.48
2008-11,36.95,12.9,18.5,24.1,7.9,3.71,17.69
2008-12,85.31,9.4,13.4,17.5,5.6,2.37,10.72
2009-01,2.96,9.6,14.7,19.8,2.4,4.11,15.47
2009-02,77.32,8.8,13.0,17.2,4.8,2.69,10.24
2009-03,2.85,9.9,14.2,18.6,6.7,2.51,10.46
2009-04,3.07,11.5,15.6,19.7,7.0,2.85,11.46
2009-05,1.39,14.7,17.3,19.8,11.9,2.15,5.96
2009-06,1.88,16.1,18.4,20.7,12.8,2.73,8.11
2009-07,0.00,17.8,20.7,23.5,15.4,2.19,7.89
2009-08,0.00,18.5,21.5,24.5,14.9,3.11,11.44
2009-09,0.01,18.0,21.4,24.7,15.7,3.42,11.11
2009-10,1.71,13.7,17.4,21.1,10.4,2.26,11.47
2009-11,6.83,11.0,15.9,20.8,6.9,2.59,11.98
2009-12,62.15,9.4,13.3,17.1,4.9,2.91,10.32
2010-01,113.74,9.3,13.6,18.0,5.4,2.30,11.11
2010-02,74.10,9.9,13.5,17.1,7.6,1.97,7.94
2010-03,11.50,10.3,14.2,18.2,6.9,2.34,9.95
2010-04,44.67,10.8,13.9,16.9,8.1,1.95,6.88
2010-05,0.00,12.7,15.2,17.7,9.8,3.02,6.80
2010-06,0.01,14.9,16.7,18.5,12.2,3.10,7.18
2010-07,0.42,16.5,18.7,20.9,13.7,2.20,6.38
2010-08,0.00,16.4,19.3,22.3,13.7,2.46,8.53
2010-09,0.00,15.5,19.0,22.5,13.1,2.18,9.71
2010-10,70.71,15.3,17.8,20.2,12.6,1.75,7.90
2010-11,26.51,10.9,15.3,19.7,5.7,3.38,13.76
2010-12,158.66,9.8,13.4,17.1,7.3,1.50,8.29
2011-01,22.89,9.2,13.9,18.7,3.3,3.09,13.40
2011-02,68.40,8.5,12.5,16.5,3.3,2.27,10.01
2011-03,53.17,10.0,14.0,18.0,7.9,1.56,7.49
2011-04,10.49,12.2,15.3,18.3,9.4,2.00,8.06
2011-05,16.12,13.3,17.1,20.9,8.6,3.08,11.72
2011-06,2.08,14.9,17.5,20.1,11.8,2.28,8.59
2011-07,0.30,17.6,20.2,22.8,14.4,2.82,9.20
2011-08,0.00,17.0,19.6,22.3,14.5,1.97,7.69
2011-09,2.84,16.4,19.2,22.0,14.1,1.76,7.89
2011-10,9.61,13.9,17.7,21.4,11.3,1.85,9.75
2011-11,82.50,10.5,14.7,18.9,6.8,2.20,11.61
2011-12,27.04,7.5,12.1,16.8,2.6,2.27,10.82
2012-01,15.44,8.6,13.9,19.1,3.8,2.49,11.72
2012-02,29.60,9.3,13.5,17.7,5.5,2.10,8.78
2012-03,33.02,9.6,13.0,16.5,5.5,2.15,9.20
2012-04,39.19,11.1,14.8,18.5,8.0,1.67,8.35
2012-05,0.24,14.2,16.2,18.2,11.4,1.94,6.47
2012-06,0.00,15.0,17.6,20.2,12.3,2.19,6.87
2012-07,0.00,17.0,19.5,21.9,14.0,2.28,7.71
2012-08,0.00,19.3,22.1,24.9,16.6,2.09,9.49
2012-09,0.00,18.7,22.3,25.9,16.3,1.69,10.73
2012-10,13.78,15.5,19.7,24.0,12.0,2.52,13.13
2012-11,5.60,12.1,16.2,20.3,9.0,1.91,9.98
2012-12,75.35,10.2,13.5,16.8,7.8,1.15,7.21
2013-01,31.07,7.4,12.2,16.9,0.8,2.95,12.31
2013-02,11.46,8.1,12.6,17.0,4.0,2.25,9.47
2013-03,34.76,11.1,14.5,17.9,7.9,1.96,6.72
2013-04,2.67,12.4,15.0,17.7,8.8,2.05,8.16
2013-05,11.49,15.2,17.4,19.6,11.7,2.45,7.96
2013-06,0.00,16.4,18.9,21.3,13.3,2.59,7.55
2013-07,0.02,18.3,20.8,23.3,15.6,2.63,7.77
2013-08,0.00,17.6,20.4,23.2,14.7,2.72,8.90
2013-09,0.00,17.8,21.3,24.8,14.9,2.58,11.35
2013-10,25.61,14.2,18.2,22.3,10.2,2.57,13.04
2013-11,23.21,12.1,16.6,21.1,7.7,2.42,12.94
2013-12,7.63,9.3,14.4,19.6,2.5,3.24,13.83
2014-01,2.11,9.9,15.1,20.4,3.8,2.87,12.77
2014-02,23.49,10.6,14.6,18.7,7.7,1.67,10.87
2014-03,33.75,12.5,16.4,20.3,9.5,2.03,9.57
2014-04,13.94,12.6,16.4,20.1,9.0,2.19,10.22
2014-05,0.00,15.9,19.2,22.5,7.5,5.04,16.83
2014-06,0.00,16.7,18.6,20.5,13.4,2.89,7.10
2014-07,3.92,19.2,21.8,24.3,16.2,2.52,9.13
2014-08,3.70,19.1,21.9,24.7,16.5,2.42,8.95
2014-09,1.65,19.2,22.6,26.0,16.5,2.54,11.33
2014-10,0.00,16.3,20.6,24.9,12.2,2.62,13.36
2014-11,18.40,13.1,18.0,23.0,5.1,4.10,16.02
2014-12,86.21,11.0,14.8,18.7,8.5,1.51,9.21
2015-01,12.96,10.0,14.9,19.8,5.2,2.64,12.41
2015-02,7.08,11.5,15.9,20.3,8.3,2.13,9.65
2015-03,31.30,12.6,17.5,22.3,8.7,2.63,12.44
2015-04,9.46,13.1,16.3,19.5,8.1,2.15,10.55
2015-05,25.77,14.3,16.3,18.2,10.9,2.15,6.42
2015-06,0.91,16.8,19.1,21.4,14.2,2.02,7.72
2015-07,31.46,19.1,21.4,23.8,16.2,2.50,9.56
2015-08,0.46,20.1,22.7,25.4,16.9,3.01,12.13
2015-09,26.67,20.4,23.5,26.6,16.9,3.50,14.60
2015-10,19.73,18.4,22.1,25.9,14.5,3.49,16.62
2015-11,23.64,11.5,16.3,21.1,4.8,3.80,15.78
2015-12,17.64,8.8,13.3,17.8,3.4,2.83,11.68
2016-01,77.44,9.5,13.3,17.2,6.8,1.60,8.62
2016-02,9.12,11.0,16.5,22.0,4.6,3.87,15.27
2016-03,27.47,12.0,15.1,18.2,9.7,1.45,7.33
2016-04,22.84,12.9,16.2,19.5,9.4,2.52,9.90
2016-05,12.40,14.8,16.6,18.4,11.4,2.38,6.14
2016-06,0.00,16.7,18.7,20.6,14.1,2.19,6.32
2016-07,0.00,18.8,20.8,22.7,16.2,2.33,7.55
2016-08,0.00,19.1,21.0,22.8,16.5,2.41,6.96
2016-09,11.37,17.4,20.8,24.1,13.5,3.32,13.98
2016-10,2.34,16.1,19.3,22.6,12.4,2.31,12.20
2016-11,35.74,13.0,18.0,22.9,7.8,2.98,15.16
2016-12,110.44,10.5,14.4,18.3,6.5,1.97,9.96
2017-01,128.22,10.1,13.5,16.9,7.4,1.69,8.17
2017-02,117.76,11.1,14.4,17.8,8.9,1.11,7.60
2017-03,4.07,11.7,15.8,19.9,8.9,1.88,10.74
2017-04,0.41,13.2,17.0,20.7,9.9,2.22,11.92
2017-05,17.98,14.7,17.4,20.1,10.9,2.31,9.83
2017-06,1.16,16.4,18.9,21.4,14.1,1.68,7.96
2017-07,0.00,19.5,21.8,24.0,17.0,2.60,8.73
2017-08,1.20,19.2,20.9,22.5,16.8,2.37,6.31
2017-09,0.88,18.4,21.0,23.6,15.5,2.48,9.75
2017-10,0.00,16.4,20.8,25.1,10.5,4.25,18.46
2017-11,2.07,13.4,17.8,22.2,9.8,2.73,11.46
