PRISM Time Series Data
Location:  Lat: 33.2641   Lon: -117.4376   Elev: 27m
"Climate variables: ppt,tmin,tmean,tmax,tdmean,vpdmin,vpdmax"
Spatial resolution: 4km
Period: 1984-01 - 2019-12
Dataset: AN81m
PRISM day definition: 24 hours ending at 1200 UTC on the day shown
Grid Cell Interpolation: On
Time series generated: 2020-Jun-30
Details: http://www.prism.oregonstate.edu/documents/PRISM_datasets.pdf
Date,ppt (mm),tmin (degrees C),tmean (degrees C),tmax (degrees C),tdmean (degrees C),vpdmin (hPa),vpdmax (hPa)
1987-09,0.00,15.4,19.4,23.4,12.5,3.70,12.55
1987-10,50.95,15.2,19.2,23.2,11.9,2.70,13.03
1987-11,35.59,9.5,16.2,22.9,6.8,2.44,16.97
1987-12,71.27,4.8,10.8,16.9,3.4,1.30,10.67
1988-01,34.39,5.5,12.1,18.6,3.6,1.52,13.67
1988-02,27.37,6.6,13.6,20.6,4.1,1.79,16.13
1988-03,7.81,7.8,14.2,20.6,5.9,1.63,15.51
1988-04,83.30,9.6,14.6,19.6,9.0,1.10,11.09
1988-05,1.09,12.0,15.7,19.5,10.4,1.61,8.94
1988-06,0.00,12.5,16.1,19.7,11.4,2.18,7.74
1988-07,0.00,17.4,20.2,23.1,14.9,3.00,7.39
1988-08,7.28,16.8,20.8,24.8,14.3,2.86,11.81
1988-09,0.00,15.0,19.1,23.2,14.9,2.19,11.07
1988-10,0.00,14.3,17.8,21.3,13.2,2.03,9.45
1988-11,29.13,8.6,14.1,19.5,7.2,1.96,11.91
1988-12,78.79,6.1,12.4,18.7,2.0,2.48,15.31
1989-01,13.03,4.1,11.1,18.2,-0.2,2.26,15.04
1989-02,19.22,6.6,12.0,17.5,3.1,2.50,12.31
1989-03,21.10,8.3,13.1,17.9,7.8,1.17,8.43
1989-04,0.30,12.1,16.7,21.3,8.9,3.01,15.11
1989-05,7.17,12.4,15.9,19.4,10.5,2.11,8.55
1989-06,0.68,14.5,17.6,20.6,12.3,4.18,9.49
1989-07,0.00,16.5,19.9,23.4,13.6,4.19,11.18
1989-08,0.00,17.1,20.1,23.2,15.6,4.18,10.83
1989-09,6.81,14.4,19.1,23.8,14.0,2.04,13.59
1989-10,7.83,13.2,17.6,22.0,11.8,2.39,12.29
1989-11,0.98,9.2,17.6,25.9,4.3,3.06,24.71
1989-12,0.05,5.8,13.8,21.7,1.3,2.83,19.60
1990-01,61.06,5.4,12.5,19.5,2.4,2.07,14.46
1990-02,37.26,5.0,11.0,17.1,2.3,2.03,11.72
1990-03,8.63,8.5,13.8,19.1,8.2,1.51,11.27
1990-04,30.05,12.1,15.9,19.6,9.6,2.73,10.17
1990-05,15.99,12.6,16.3,20.0,10.3,2.93,9.42
1990-06,18.93,15.4,18.9,22.5,12.8,3.25,11.03
1990-07,0.00,17.7,21.0,24.4,15.1,4.02,11.72
1990-08,1.40,17.6,20.5,23.3,15.4,3.40,9.46
1990-09,0.00,16.3,20.7,25.2,14.5,3.20,13.59
1990-10,0.00,12.9,18.7,24.4,9.6,3.45,18.10
1990-11,15.57,8.8,15.8,22.8,4.0,3.47,19.89
1990-12,6.89,4.1,11.8,19.6,-1.8,3.09,17.81
1991-01,22.87,7.3,12.7,18.2,4.2,2.06,11.99
1991-02,39.60,8.2,13.5,18.7,6.3,1.51,12.04
1991-03,177.10,7.7,11.9,16.2,5.4,1.48,8.74
1991-04,1.17,9.7,14.4,19.0,7.8,1.86,9.59
1991-05,0.00,11.5,15.0,18.5,8.8,2.52,7.84
1991-06,0.00,13.9,16.7,19.5,11.0,2.96,7.48
1991-07,0.30,16.3,18.9,21.5,12.9,3.63,8.57
1991-08,1.67,16.7,19.4,22.2,14.5,2.29,8.11
1991-09,0.00,16.2,19.3,22.4,14.1,2.29,10.06
1991-10,8.27,13.8,18.7,23.6,11.5,2.23,15.30
1991-11,0.01,8.7,16.5,24.3,3.5,2.78,22.40
1991-12,46.17,7.2,13.4,19.6,3.0,2.43,14.90
1992-01,64.62,6.6,13.4,20.3,2.6,2.41,16.24
1992-02,105.00,9.4,15.8,22.2,6.3,2.41,17.13
1992-03,90.25,10.5,14.5,18.6,9.0,1.89,9.00
1992-04,5.57,13.0,17.6,22.1,11.3,2.62,12.50
1992-05,1.37,16.4,18.8,21.3,12.7,3.97,9.23
1992-06,0.00,15.3,18.4,21.5,11.6,4.30,10.32
1992-07,2.37,17.9,21.0,24.1,14.3,5.02,12.67
1992-08,6.81,18.8,22.1,25.4,15.2,5.50,13.42
1992-09,0.00,15.7,20.1,24.4,14.3,4.17,14.10
1992-10,6.41,14.3,18.6,22.9,12.7,4.03,12.65
1992-11,0.11,8.8,16.0,23.2,3.3,3.77,19.75
1992-12,75.26,6.8,12.3,17.8,2.4,2.51,12.80
1993-01,292.82,8.6,13.1,17.5,8.7,1.68,10.20
1993-02,99.73,8.6,13.1,17.7,7.5,1.82,9.55
1993-03,34.19,10.7,15.1,19.5,9.3,1.64,9.58
1993-04,0.00,11.2,15.7,20.2,10.0,1.60,10.09
1993-05,0.00,13.9,17.2,20.6,12.1,2.31,8.54
1993-06,20.40,15.9,18.9,21.9,14.0,2.41,8.26
1993-07,0.00,17.4,19.8,22.2,14.7,3.04,8.15
1993-08,0.00,17.3,20.0,22.7,15.6,2.03,8.06
1993-09,0.00,15.3,18.8,22.3,14.2,1.57,9.26
1993-10,0.69,13.5,18.1,22.7,12.1,1.41,12.70
1993-11,15.50,8.9,15.4,21.8,5.5,1.73,17.37
1993-12,22.16,7.0,13.6,20.1,3.5,1.63,15.37
1994-01,27.12,6.4,13.4,20.3,3.6,1.52,15.94
1994-02,78.06,7.2,12.5,17.7,4.3,1.43,11.11
1994-03,67.24,9.6,14.8,20.1,8.6,1.09,11.66
1994-04,32.36,11.2,14.8,18.4,9.8,1.36,7.39
1994-05,0.82,12.2,15.1,18.0,10.9,1.33,5.85
1994-06,0.00,15.0,18.3,21.6,13.9,1.56,8.59
1994-07,0.16,17.1,19.7,22.3,14.9,2.59,8.39
1994-08,0.00,18.0,21.5,25.0,16.6,2.04,11.95
1994-09,0.00,15.7,20.0,24.2,14.4,1.98,12.76
1994-10,0.48,12.9,17.6,22.3,9.2,2.63,16.29
1994-11,10.22,5.6,12.2,18.7,1.9,1.92,14.56
1994-12,20.88,6.1,12.2,18.3,3.0,1.55,12.77
1995-01,212.90,8.6,12.8,17.1,7.9,1.06,8.19
1995-02,21.96,10.4,15.7,21.0,9.6,1.15,11.84
1995-03,142.42,10.2,14.6,19.0,9.1,1.20,8.91
1995-04,40.25,9.5,14.2,19.0,7.2,1.88,11.29
1995-05,8.17,12.7,15.2,17.8,10.0,2.20,7.03
1995-06,15.99,14.0,16.9,19.8,12.2,1.83,7.33
1995-07,2.53,15.3,18.9,22.5,14.3,1.48,9.79
1995-08,0.00,16.2,20.0,23.8,14.3,2.08,12.52
1995-09,0.00,16.3,20.1,23.9,14.1,2.49,13.17
1995-10,0.00,13.3,17.9,22.5,12.5,1.16,11.56
1995-11,2.53,10.5,15.8,21.2,10.2,0.90,10.80
1995-12,15.13,7.5,13.3,19.2,6.2,1.37,11.88
1996-01,30.93,7.4,13.4,19.4,5.6,1.56,13.65
1996-02,73.41,9.3,13.7,18.2,8.5,1.24,8.79
1996-03,33.43,8.7,13.7,18.7,7.4,1.53,10.91
1996-04,10.09,10.6,15.9,21.2,9.2,1.46,13.25
1996-05,0.10,13.7,17.7,21.7,12.3,2.02,10.62
1996-06,0.00,14.9,18.8,22.7,12.7,2.49,11.73
1996-07,0.88,16.7,19.8,23.0,14.2,2.85,11.30
1996-08,0.00,17.4,20.9,24.5,14.8,3.31,12.89
1996-09,0.00,16.6,19.9,23.3,14.2,3.31,12.28
1996-10,19.15,12.2,16.9,21.6,9.6,2.11,12.51
1996-11,62.91,10.0,16.1,22.3,7.1,2.02,16.00
1996-12,52.93,7.5,13.5,19.5,4.6,1.85,13.31
1997-01,130.35,9.0,13.9,18.8,7.0,1.61,10.63
1997-02,11.16,7.1,13.4,19.8,5.2,1.74,13.72
1997-03,0.01,8.8,14.6,20.4,7.7,1.66,12.53
1997-04,2.85,10.7,15.2,19.8,9.1,1.84,10.49
1997-05,0.03,15.1,18.8,22.6,13.7,1.81,10.92
1997-06,1.49,16.4,19.4,22.4,13.7,2.54,10.17
1997-07,0.00,16.1,20.0,23.9,13.7,2.85,13.09
1997-08,0.00,17.8,21.5,25.2,15.2,2.98,14.23
1997-09,26.17,17.8,22.4,26.9,15.9,2.82,16.42
1997-10,0.00,13.7,19.2,24.7,8.7,4.00,19.87
1997-11,44.74,10.8,16.5,22.3,9.4,1.89,15.13
1997-12,39.95,6.9,13.6,20.2,1.1,2.93,16.70
1998-01,73.14,8.1,13.5,18.9,7.6,1.18,10.33
1998-02,235.12,7.7,12.2,16.7,8.1,0.52,7.69
1998-03,50.26,9.0,13.5,18.1,8.3,1.09,9.02
1998-04,61.01,8.8,13.4,17.9,8.4,0.86,8.09
1998-05,31.25,12.0,15.7,19.5,10.4,1.52,8.99
1998-06,2.18,14.2,17.5,20.7,12.5,1.75,8.49
1998-07,0.00,17.0,20.1,23.2,15.2,2.16,9.78
1998-08,0.00,17.4,21.4,25.4,16.0,1.85,13.89
1998-09,9.47,16.4,20.2,23.9,14.6,1.84,11.80
1998-10,0.39,12.2,17.5,22.8,10.6,1.44,13.39
1998-11,32.61,8.4,14.5,20.5,8.6,0.67,11.51
1998-12,18.15,5.5,12.4,19.2,2.8,1.15,14.84
1999-01,39.18,7.4,13.5,19.7,5.3,1.27,13.20
1999-02,19.77,7.5,13.1,18.7,6.4,0.89,10.54
1999-03,19.12,8.0,12.5,17.0,7.9,0.66,7.84
1999-04,37.46,8.8,13.2,17.6,7.3,1.26,8.87
1999-05,0.04,12.0,15.2,18.5,10.5,1.29,7.15
1999-06,6.93,13.4,16.4,19.4,11.5,1.57,8.05
1999-07,0.59,16.4,19.9,23.3,14.9,1.58,9.50
1999-08,0.00,15.3,19.1,22.9,14.8,1.01,8.78
1999-09,0.00,14.7,18.2,21.7,13.7,1.30,9.05
1999-10,0.00,12.1,18.3,24.5,9.3,1.48,17.24
1999-11,0.00,9.1,14.9,20.7,7.6,1.14,12.23
1999-12,0.77,5.8,13.6,21.3,-0.2,2.80,19.23
2000-01,15.31,7.5,13.3,19.0,6.4,1.01,11.67
2000-02,85.26,9.0,13.9,18.9,8.0,0.89,10.53
2000-03,27.39,8.4,12.9,17.4,7.9,0.80,7.94
2000-04,20.87,10.8,15.2,19.6,10.3,0.66,8.80
2000-05,0.49,13.1,16.8,20.5,12.5,0.85,7.83
2000-06,0.00,15.4,18.8,22.3,14.5,1.29,8.34
2000-07,0.00,16.1,19.5,22.9,15.1,1.26,8.55
2000-08,0.00,17.7,21.2,24.6,16.9,0.98,10.06
2000-09,2.68,15.7,19.9,24.1,14.9,1.28,11.39
2000-10,37.07,13.4,17.3,21.2,13.0,0.75,8.51
2000-11,6.20,7.1,13.2,19.4,5.5,1.15,12.91
2000-12,0.00,7.3,13.6,19.8,5.3,1.19,12.72
2001-01,75.49,5.4,11.5,17.7,4.4,1.13,11.84
2001-02,102.56,6.3,11.6,16.9,5.9,0.98,10.02
2001-03,22.06,9.8,13.8,17.7,10.3,0.58,6.89
2001-04,27.90,9.3,13.4,17.5,9.2,0.79,7.22
2001-05,1.27,13.8,16.7,19.6,13.3,0.46,5.85
2001-06,0.00,14.7,18.4,22.0,14.0,0.86,8.04
2001-07,0.42,16.4,19.6,22.7,15.2,1.24,8.24
2001-08,0.00,16.9,20.0,23.1,16.7,0.92,7.70
2001-09,0.00,15.1,18.6,22.1,14.7,1.36,8.62
2001-10,0.00,13.1,17.3,21.5,14.2,0.63,6.95
2001-11,31.76,9.2,14.5,19.8,10.0,0.91,9.94
2001-12,28.50,5.8,12.3,18.7,6.3,0.53,10.95
2002-01,10.52,6.2,12.2,18.1,4.2,0.89,9.94
2002-02,6.34,6.0,13.1,20.2,2.5,1.53,14.30
2002-03,18.41,7.4,12.7,17.9,5.4,0.95,8.54
2002-04,10.71,10.4,14.0,17.6,9.2,0.83,3.75
2002-05,0.00,11.9,15.3,18.8,10.2,1.62,8.71
2002-06,0.00,14.2,16.9,19.7,12.9,1.55,6.91
2002-07,0.00,16.3,19.2,22.0,14.3,1.87,8.20
2002-08,0.00,16.3,19.6,22.8,15.1,1.27,8.99
2002-09,4.45,15.1,19.0,23.0,14.4,1.56,10.23
2002-10,1.04,11.8,15.8,19.8,11.1,1.52,9.72
2002-11,26.45,10.1,16.4,22.7,7.1,2.04,17.31
2002-12,51.24,7.0,12.7,18.4,7.4,0.68,10.54
2003-01,1.74,7.6,14.4,21.2,6.5,1.56,15.12
2003-02,116.66,7.7,13.1,18.6,6.7,1.21,11.44
2003-03,43.91,8.4,13.5,18.7,8.7,0.97,9.64
2003-04,55.92,8.7,13.3,18.0,7.7,1.08,9.46
2003-05,6.49,11.6,14.9,18.2,11.2,0.71,5.88
2003-06,3.24,15.3,17.7,20.0,13.3,1.26,6.86
2003-07,2.32,17.3,20.7,24.0,17.9,0.37,6.89
2003-08,1.21,16.9,21.2,25.4,17.6,0.13,7.05
2003-09,0.00,16.4,19.7,23.1,17.3,0.38,5.44
2003-10,1.83,13.7,18.4,23.1,13.4,1.03,11.44
2003-11,17.71,8.5,14.1,19.8,6.9,1.12,12.86
2003-12,19.90,5.6,11.9,18.2,3.7,1.15,12.68
2004-01,10.19,6.4,12.2,17.9,4.9,1.11,11.73
2004-02,95.14,6.3,11.8,17.3,4.4,1.10,11.14
2004-03,10.25,10.1,14.9,19.6,10.0,0.63,10.25
2004-04,15.61,10.8,15.3,19.9,10.1,1.02,10.88
2004-05,0.00,13.1,17.6,22.0,10.5,2.84,14.55
2004-06,0.30,15.8,18.5,21.1,13.0,3.30,9.58
2004-07,0.00,16.7,20.1,23.6,14.9,2.23,11.34
2004-08,0.00,16.3,20.1,23.8,15.3,2.17,11.20
2004-09,0.00,15.8,20.8,25.8,13.9,2.48,16.59
2004-10,124.62,13.1,17.2,21.2,13.2,0.91,9.03
2004-11,13.23,8.2,14.1,20.1,6.8,1.45,13.03
2004-12,70.54,6.9,13.2,19.5,4.7,1.79,13.97
2005-01,169.29,8.1,13.4,18.8,7.6,0.96,10.70
2005-02,158.15,8.9,14.1,19.3,7.6,1.12,11.11
2005-03,20.69,9.8,14.2,18.6,9.3,0.73,8.59
2005-04,21.64,8.9,14.4,19.9,7.9,1.26,11.92
2005-05,1.07,13.0,16.6,20.3,12.1,1.32,7.98
2005-06,0.00,14.6,17.8,21.0,13.1,1.38,8.23
2005-07,0.31,16.8,19.8,22.7,15.7,1.27,7.77
2005-08,0.00,16.9,20.3,23.6,16.1,1.11,9.10
2005-09,9.85,13.4,18.3,23.2,13.2,0.95,12.23
2005-10,22.70,12.5,17.2,22.0,11.7,0.70,11.72
2005-11,2.21,9.7,16.3,22.8,6.4,1.89,17.73
2005-12,1.67,7.2,13.6,19.9,5.5,1.42,12.90
2006-01,33.40,6.6,13.2,19.7,3.8,1.74,14.87
2006-02,28.73,6.9,13.1,19.4,4.3,1.15,13.84
2006-03,52.11,7.1,12.0,16.9,6.3,0.75,9.47
2006-04,37.03,9.6,14.0,18.5,8.7,1.03,9.37
2006-05,11.83,13.7,16.8,20.0,12.3,1.19,7.48
2006-06,0.81,16.1,19.5,23.0,14.7,1.31,9.94
2006-07,1.06,19.1,22.9,26.7,17.8,1.45,12.59
2006-08,0.67,17.0,20.9,24.9,15.6,1.69,11.96
2006-09,0.00,15.0,19.5,24.1,14.0,1.32,11.78
2006-10,4.97,11.7,17.2,22.7,9.7,1.43,14.42
2006-11,2.88,10.2,16.4,22.5,8.4,1.19,15.24
2006-12,26.69,5.8,13.1,20.4,1.3,2.05,16.37
2007-01,19.56,5.2,12.1,19.1,-1.1,2.57,16.48
2007-02,40.44,7.4,13.2,19.0,6.3,0.95,12.13
2007-03,6.35,9.0,14.5,20.0,5.6,1.92,13.40
2007-04,16.64,10.2,14.4,18.5,8.8,1.35,9.05
2007-05,0.00,12.8,16.7,20.6,9.6,2.47,11.54
2007-06,0.00,14.3,17.7,21.1,12.2,1.84,9.43
2007-07,0.00,16.8,20.2,23.5,15.5,1.48,9.88
2007-08,5.50,17.8,21.7,25.5,16.4,1.57,12.00
2007-09,3.46,14.7,19.4,24.1,14.0,0.71,12.03
2007-10,5.27,12.0,18.1,24.2,8.8,1.68,17.49
2007-11,1.11,10.5,15.8,21.1,7.8,1.29,13.71
2007-12,82.34,6.0,12.2,18.4,3.3,1.12,13.35
2008-01,95.71,6.8,12.7,18.5,4.0,1.09,12.96
2008-02,66.55,6.1,12.1,18.1,6.0,0.41,10.91
2008-03,0.26,7.8,13.7,19.6,6.4,0.65,12.92
2008-04,0.06,9.7,15.5,21.2,6.1,1.59,16.48
2008-05,8.06,12.1,16.4,20.7,10.3,1.15,11.48
2008-06,0.00,14.7,18.4,22.1,13.6,1.03,10.04
2008-07,0.00,17.1,20.1,23.1,16.3,0.91,7.61
2008-08,0.00,18.2,21.6,24.9,17.3,0.85,9.14
2008-09,2.42,16.4,20.3,24.2,16.2,0.41,7.85
2008-10,0.54,12.7,19.4,26.2,6.1,2.75,23.36
2008-11,38.94,11.0,17.7,24.4,6.8,4.85,23.60
2008-12,87.02,7.4,12.8,18.2,4.6,4.18,15.01
2009-01,4.51,7.9,14.7,21.6,2.0,3.01,19.22
2009-02,57.37,7.0,12.9,18.8,4.4,4.25,15.88
2009-03,3.02,8.1,13.6,19.2,6.0,4.19,15.96
2009-04,1.97,9.8,14.8,19.8,6.2,2.32,13.87
2009-05,1.70,13.7,16.8,19.9,12.0,1.51,7.43
2009-06,1.59,15.2,17.8,20.5,12.7,2.21,8.27
2009-07,0.00,16.8,20.0,23.3,14.9,1.93,10.21
2009-08,0.00,16.9,20.6,24.3,14.1,2.65,13.50
2009-09,0.00,17.2,21.4,25.7,14.5,6.71,24.35
2009-10,1.66,11.4,16.8,22.1,8.9,1.84,14.91
2009-11,7.73,9.6,15.0,20.3,5.3,2.58,14.19
2009-12,61.63,7.6,13.2,18.9,4.0,4.23,15.79
2010-01,112.66,7.2,13.1,19.0,4.9,1.66,13.38
2010-02,74.18,8.4,13.4,18.4,7.3,3.34,12.61
2010-03,9.48,8.5,14.0,19.6,6.9,3.73,15.18
2010-04,45.26,9.5,14.0,18.5,7.7,3.62,12.60
2010-05,0.00,11.4,15.2,19.0,9.4,5.03,14.79
2010-06,0.21,14.7,17.2,19.8,12.6,5.85,12.06
2010-07,1.18,16.1,18.3,20.6,13.6,2.22,7.73
2010-08,0.00,15.7,18.9,22.1,13.0,2.63,10.83
2010-09,0.00,14.4,18.0,21.5,12.5,1.94,10.29
2010-10,80.30,14.5,17.6,20.6,12.3,1.48,8.91
2010-11,18.89,9.1,14.5,19.8,5.2,2.55,14.23
2010-12,186.54,8.6,12.8,17.0,6.7,1.27,8.54
2011-01,32.01,7.7,13.2,18.7,3.3,2.30,13.71
2011-02,70.54,6.4,11.4,16.5,3.3,1.55,10.17
2011-03,52.93,8.7,12.8,16.9,7.6,1.50,7.31
2011-04,5.19,11.0,14.7,18.5,9.2,2.24,8.53
2011-05,22.33,12.1,16.0,19.8,8.4,2.75,10.66
2011-06,2.03,13.9,16.7,19.4,11.8,2.07,7.33
2011-07,0.59,17.1,19.7,22.3,14.2,2.51,10.09
2011-08,1.07,16.5,19.2,22.0,14.4,1.75,8.97
2011-09,0.00,15.6,18.7,21.7,13.4,1.74,9.16
2011-10,5.81,12.8,17.0,21.2,11.0,1.68,9.83
2011-11,61.11,9.4,14.3,19.3,6.3,2.03,13.01
2011-12,25.65,6.1,11.7,17.3,1.6,2.05,12.10
2012-01,25.48,7.4,13.2,19.0,3.0,2.15,13.53
2012-02,35.19,7.9,12.8,17.7,4.6,2.05,11.14
2012-03,31.86,7.7,12.6,17.4,5.0,1.57,11.32
2012-04,36.87,9.6,14.0,18.4,7.4,1.32,10.16
2012-05,1.22,13.9,16.4,19.0,11.0,2.21,7.92
2012-06,0.00,14.6,17.3,20.0,11.7,2.59,8.68
2012-07,0.18,16.3,18.9,21.5,13.5,2.60,9.21
2012-08,0.03,18.7,21.5,24.4,16.1,2.45,11.34
2012-09,1.26,17.2,21.0,24.8,14.8,1.80,12.35
2012-10,14.19,14.3,18.8,23.3,11.1,2.42,13.79
2012-11,8.27,10.8,15.4,19.9,8.0,1.90,11.64
2012-12,63.13,8.9,12.9,16.9,7.0,1.13,8.26
2013-01,28.99,6.1,11.7,17.2,0.2,2.68,13.11
2013-02,11.35,6.2,11.5,16.7,3.2,1.77,10.76
2013-03,36.46,9.8,14.0,18.2,7.0,1.84,10.60
2013-04,1.50,11.6,15.2,18.7,7.9,2.36,10.14
2013-05,18.19,14.7,17.5,20.2,11.1,2.89,9.53
2013-06,0.00,15.8,18.5,21.2,12.6,2.86,9.64
2013-07,0.09,17.7,20.4,23.1,14.9,2.98,10.05
2013-08,0.00,16.7,19.8,22.9,13.8,2.95,11.60
2013-09,0.00,16.2,20.3,24.4,13.1,3.02,14.66
2013-10,19.93,12.0,17.0,22.1,8.6,2.27,15.78
2013-11,26.11,10.1,15.7,21.3,5.9,2.27,16.78
2013-12,6.93,6.5,13.3,20.0,0.9,2.69,17.22
2014-01,1.20,7.3,14.2,21.1,1.9,2.56,17.87
2014-02,19.44,8.0,13.5,19.0,6.3,1.35,12.13
2014-03,41.54,11.2,15.5,19.7,8.9,1.77,10.22
2014-04,11.06,11.3,15.4,19.6,8.1,2.15,11.17
2014-05,0.00,14.4,18.9,23.4,6.6,4.39,20.38
2014-06,0.00,15.9,18.4,20.9,12.5,3.03,9.20
2014-07,0.21,17.8,20.9,23.9,15.0,2.49,12.08
2014-08,4.65,18.4,21.5,24.7,15.7,2.59,12.04
2014-09,0.01,18.5,22.1,25.8,15.1,3.30,15.29
2014-10,0.00,15.0,19.9,24.8,11.1,2.91,17.72
2014-11,19.36,11.2,17.2,23.2,4.2,3.65,19.83
2014-12,91.86,9.9,14.5,19.1,7.4,1.57,11.23
2015-01,16.48,9.2,14.4,19.6,4.9,2.52,13.55
2015-02,7.75,10.4,15.3,20.2,7.8,1.80,11.65
2015-03,23.69,12.0,17.1,22.1,7.5,2.90,15.55
2015-04,3.35,11.9,16.1,20.3,7.6,2.19,12.59
2015-05,30.72,13.7,16.4,19.1,10.4,2.20,8.60
2015-06,0.65,16.4,18.8,21.2,14.0,1.72,7.98
2015-07,25.22,18.4,21.1,23.7,15.5,2.58,10.79
2015-08,0.00,18.8,22.0,25.2,16.0,2.62,13.30
2015-09,31.32,19.0,22.7,26.4,16.0,2.99,15.79
2015-10,12.97,16.7,21.3,25.9,13.9,2.37,17.13
2015-11,15.38,9.9,15.6,21.4,3.7,3.41,17.51
2015-12,21.75,7.2,12.7,18.1,2.2,2.73,13.08
2016-01,64.89,7.5,12.6,17.6,6.1,1.20,9.96
2016-02,8.55,9.4,15.6,21.7,3.9,3.25,17.30
2016-03,31.39,10.0,14.4,18.7,8.7,0.98,9.62
2016-04,12.62,11.1,15.7,20.2,8.8,1.72,11.92
2016-05,14.69,13.8,16.4,18.9,10.9,2.16,7.67
2016-06,0.00,16.2,18.8,21.5,13.3,2.39,9.52
2016-07,0.00,18.6,21.3,24.0,16.0,2.25,9.83
2016-08,0.00,17.7,20.6,23.6,15.7,1.99,9.79
2016-09,6.64,16.0,20.0,24.0,12.7,2.78,14.85
2016-10,3.76,13.7,18.5,23.3,10.9,1.85,15.28
2016-11,29.43,10.6,16.8,23.1,5.9,2.54,18.92
2016-12,96.42,8.5,13.5,18.6,5.3,1.48,11.59
2017-01,149.33,8.6,12.7,16.8,7.0,1.04,8.28
2017-02,107.81,9.4,13.4,17.4,8.6,0.44,7.29
2017-03,3.67,9.5,14.6,19.7,8.7,0.83,10.46
2017-04,0.86,11.1,15.8,20.6,9.3,1.27,12.48
2017-05,30.31,13.1,16.6,20.0,10.9,1.38,9.82
2017-06,1.29,15.3,18.3,21.2,13.8,1.10,7.77
2017-07,0.10,18.8,21.2,23.7,16.7,1.96,8.73
2017-08,0.59,18.6,21.2,23.8,16.6,1.72,9.12
2017-09,0.06,16.5,20.4,24.2,14.7,1.68,12.36
2017-10,0.19,14.0,19.4,24.8,9.5,2.81,18.53
